Index,House_No,Location,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
161,House_161,City Center,36.77831327,65.11475849,15.43383983,0,0.737933471,8.453885351,25.96732098,5.838836176,5,621.6513376,21.73468896,232.2783279,19.83806919,113460.1779
162,House_162,Countryside,63.23058306,62.09285675,2.551691565,0,0.546559743,6.827582937,33.15031029,6.337953596,7,489.1269227,15.64329385,337.2503895,27.11296276,118824.4952
163,House_163,City Center,63.35297108,35.23749466,16.46618405,1,0.677531516,7.615019217,83.64505077,5.891405119,22,645.8330178,18.28240426,114.2442143,32.67218063,29405.96402
164,House_164,Suburb,53.57746841,84.14475531,11.39937237,0,0.719587753,5.211374814,76.41872024,1.891507908,15,442.2940416,16.6861602,316.3424711,23.54896078,45688.25283
165,House_165,Countryside,9.028977005,47.12871674,18.21405843,1,0.72667309,8.760071285,33.58049215,3.869185256,7,663.2405504,16.6818098,125.8083071,3.398012538,219536.2125
166,House_166,Countryside,83.53024956,97.9104938,11.66179044,1,0.331179659,7.922767741,53.86169815,1.461432992,13,376.985874,19.02744372,314.9826172,19.34740624,83123.43581
167,House_167,Suburb,32.0780065,63.41421383,7.208973704,0,0.815848683,8.123690778,7.106349329,4.561029227,3,562.2610012,21.94662299,180.4216023,6.092359901,190054.1537
168,House_168,Suburb,18.65185104,12.62647416,2.848958257,1,0.574951989,4.033165605,21.66584236,2.697390381,23,350.4932546,18.5905985,46.7781886,28.87902423,96562.0257
169,House_169,Suburb,4.077514155,67.61775621,9.447553338,0,0.457449649,4.625779247,49.09623533,6.0546928,13,200.5818322,19.94059132,152.6079441,27.54452771,53624.59459
170,House_170,City Center,59.08929432,32.51040154,2.899345029,1,0.445058704,4.713759598,9.511399793,7.235275545,3,389.8722673,12.27616057,93.39731132,39.72341949,116184.2244
171,House_171,Suburb,67.75643618,68.63271967,5.306908525,1,0.589808468,4.625455339,84.48990313,5.789078742,2,568.8827566,20.10427369,40.21262031,25.52358227,73497.43188
172,House_172,Countryside,1.658782893,6.964114816,29.62008476,0,0.832098924,8.132448973,72.0826148,4.90813027,23,275.0120897,14.99975882,44.11482737,32.20537975,99463.85782
173,House_173,City Center,51.20930583,17.48814372,13.32310671,1,0.527008549,3.191308771,94.41973339,4.486000788,4,452.4010166,13.26701845,312.0285594,11.46322618,56214.77262
174,House_174,City Center,22.64957752,85.57372589,15.956153,0,0.749835448,3.456599934,69.65322369,8.575225913,17,306.1607424,13.13334085,352.559141,14.26094128,87716.59277
175,House_175,Countryside,64.51727904,22.7179557,26.20855586,1,0.358091239,4.643489224,94.09973585,2.974312586,6,237.3120607,18.79874814,370.8516478,36.76394584,-9647.999963
176,House_176,City Center,17.4366429,83.70411252,29.86706701,0,0.585634021,4.199237848,55.89674301,7.607965056,11,508.725991,21.97616836,341.5784689,30.45249813,103003.2928
177,House_177,Suburb,69.09377381,27.92760885,17.48143348,1,0.895011684,4.391157683,60.4216425,7.817340923,6,675.9838112,18.66195098,332.0896389,26.55549782,75607.99964
178,House_178,Suburb,38.67353463,64.28819101,24.37421463,0,0.762262682,7.787659136,97.72013441,4.772800065,22,355.3521094,14.6234815,27.53434061,10.90708001,80676.06815
179,House_179,Suburb,93.67299887,69.41505735,9.80823073,0,0.426317093,6.378759563,64.57078554,3.675705393,2,490.3229002,14.03305971,316.0494379,28.24453922,3384.849166
180,House_180,Suburb,13.75209441,51.26547531,9.172318723,1,0.600864884,3.034623968,4.047870317,5.234873374,17,676.8016839,17.25957099,313.3130639,35.58378216,29478.42133
181,House_181,City Center,34.10663511,30.53106767,12.08111163,0,0.440174858,5.575936594,72.65647489,1.838925333,3,525.241675,12.65039299,52.51615764,10.00110854,101445.3506
182,House_182,Countryside,11.34735212,21.26443764,20.17521788,1,0.545736556,5.447309561,90.64140052,1.41337029,12,536.5566512,15.99330833,264.8036928,28.53883397,81463.46594
183,House_183,City Center,92.46936183,3.318935456,20.46575068,1,0.768050414,3.683671617,79.76244473,2.004428795,14,289.4642558,18.66234904,181.0029346,16.35406418,59479.40666
184,House_184,Countryside,87.73393534,30.39464012,9.457183039,0,0.762734889,7.056850732,58.79949399,2.684305283,2,446.3048394,21.67662276,360.0054094,5.631929105,131079.8696
185,House_185,Countryside,25.79416277,65.31627905,3.996297724,0,0.436860227,7.21258313,67.4590478,5.537591383,22,383.5413735,16.25653448,278.163345,30.77496638,28657.72966
186,House_186,Suburb,65.9984046,93.83048184,18.97188769,0,0.853333991,7.325359314,99.02898714,8.642229725,22,435.4784262,14.0022394,380.3950145,7.518334778,99264.91516
187,House_187,City Center,81.72222002,87.12044823,3.849775866,0,0.65554091,7.370825673,9.975546762,3.120780988,5,600.4132882,20.17362403,41.96905811,10.86295467,111392.8693
188,House_188,Suburb,55.52008116,76.60647765,17.35477525,0,0.527954575,3.000316962,67.05723803,9.416458097,10,430.3494939,19.44199525,16.24292578,31.53473959,60399.48131
189,House_189,City Center,52.96505784,78.84473433,20.80266384,1,0.601161348,8.723524823,29.05637176,9.59417118,10,231.4253391,20.59703888,389.4317431,29.94317864,141640.8407
190,House_190,City Center,24.18522909,66.49849035,21.01834489,0,0.663042752,7.885252602,64.36894926,9.630141444,21,652.7708306,14.14718728,32.07686458,10.91313958,102927.423
191,House_191,Suburb,9.310276781,26.02868576,22.60416332,1,0.635934319,8.42389018,61.15473401,8.538064612,9,472.4079437,16.04832196,154.4783284,37.69761996,97344.46748
192,House_192,City Center,89.7215758,90.71950307,26.18578265,0,0.591843021,3.093859772,16.19222638,4.274425367,21,662.2471793,21.81554438,259.9882489,9.396123778,16520.9738
193,House_193,Suburb,90.04180572,67.07323119,14.99876976,0,0.602959682,8.603152775,21.46791793,1.654155199,13,486.177256,13.5804232,352.0226693,39.75126638,97684.12924
194,House_194,Countryside,63.31014573,56.0440631,21.90747569,0,0.405847146,7.858731172,62.54132823,6.119368586,10,234.818158,18.71450819,101.8309273,29.77809501,42624.65429
195,House_195,Suburb,33.9029791,11.09894692,18.57518206,1,0.787639743,8.023314858,13.69476478,6.028132995,6,476.4346968,14.37184462,11.62328475,16.30779993,135830.9477
196,House_196,City Center,34.92095746,44.70555438,5.599198194,0,0.625056192,3.559724308,27.25290664,8.649781904,11,487.8694662,17.00159006,208.5147162,6.08361906,131586.5221
197,House_197,City Center,72.59556789,46.03582712,0.770689346,1,0.378647917,7.432668174,83.68930923,9.963919459,4,307.1699397,20.00509646,188.4448081,13.49988825,119721.9254
198,House_198,Countryside,89.711026,86.45636095,8.53624157,1,0.759694261,8.759500138,33.38205909,5.573415759,14,435.5145421,16.88586053,122.7572729,8.555801947,175261.8906
199,House_199,Countryside,88.70864243,54.66482202,13.29101119,1,0.859466387,7.071284049,49.31795547,4.106836279,17,429.7207559,20.05481693,349.559747,25.25174387,55045.27588
200,House_200,Countryside,77.98755459,38.0400549,18.51317833,0,0.86838414,6.423368428,94.17289318,2.673115404,20,511.4380745,16.26334905,299.7288686,14.91735097,23783.35705
201,House_201,Suburb,64.20316462,97.68003285,25.49877992,1,0.521410639,8.673778066,23.48775979,1.043198423,2,329.8070493,21.9935293,343.2465533,12.50528319,103302.9648
202,House_202,Suburb,8.4139965,11.07205933,5.887371501,0,0.381310124,5.65762273,39.57297572,5.582023232,10,490.874209,16.35828234,64.72358379,30.52819448,43663.12737
203,House_203,City Center,16.16287141,42.25484283,3.766493697,1,0.611039776,6.595761398,61.03931978,5.999668,3,320.4760213,13.49379479,276.9647836,9.993377959,78060.00854
204,House_204,Countryside,89.85541885,4.202467517,28.90439842,0,0.367565538,5.858029761,75.77855402,8.424446318,7,423.2226361,16.01869516,390.0406942,23.88868338,-44370.50483
205,House_205,Countryside,60.64290597,73.99041208,3.241336781,1,0.860392451,8.597077328,90.26368528,5.541192711,7,261.3528497,19.42593185,244.7655567,8.58924762,124034.1421
206,House_206,Suburb,0.919705162,91.80765522,14.3547321,0,0.410147776,3.456508361,91.63182577,9.248215138,1,218.6502739,20.47937758,68.54574612,28.8771457,56579.36496
207,House_207,City Center,10.14715429,28.00373296,17.56691186,0,0.451659516,6.006718205,77.88736736,6.652751289,8,360.293653,16.60103299,398.3121578,25.37973787,124811.611
208,House_208,Countryside,66.35017691,85.83416768,16.24123263,0,0.543981916,7.121714648,23.60475282,8.563026144,23,337.2858753,17.94476841,211.3294326,32.12798709,103474.0034
209,House_209,Suburb,0.506158385,29.22182305,2.580964711,1,0.529898681,7.751439231,3.456123674,2.334715613,1,403.467956,20.44890068,336.0236073,3.671385916,114974.611
210,House_210,Suburb,16.08080514,91.07701616,1.71080742,1,0.776797735,6.498111885,38.99361911,8.698025173,8,680.99131,20.1354618,59.74457897,9.194112531,148213.4509
211,House_211,Countryside,54.87337894,75.39619036,3.164502824,0,0.573790092,8.453506465,15.01333625,7.07629469,14,461.1146474,18.57723905,266.4384871,7.023954062,160868.6028
212,House_212,Countryside,69.18951977,80.49067768,17.56763052,1,0.402460956,8.651948681,71.3283771,2.532097292,14,476.5883531,20.15027104,365.0470793,8.431888371,89900.2134
213,House_213,City Center,65.19612595,1.80065556,16.33034663,1,0.460325937,3.385915339,66.4519281,2.707872023,2,670.8005194,17.75910758,212.8071276,5.017549086,75607.66589
214,House_214,Countryside,22.42693095,96.28103571,7.012223761,1,0.605468031,5.414223237,5.353192521,9.338505571,8,660.5735688,12.04648169,115.4640242,22.92119416,152260.4486
215,House_215,Suburb,71.21792213,72.66709921,19.13322426,1,0.38847235,3.14075413,83.82278413,1.289938244,19,642.055977,12.41266784,50.96873118,24.14382487,59346.79208
216,House_216,Countryside,23.72490875,30.47510954,24.60202506,1,0.666993405,4.976499944,25.62558336,5.16281449,10,248.997371,21.79808399,118.3778661,33.89610047,20015.306
217,House_217,Countryside,32.53996982,82.93946649,1.247368795,1,0.639448384,6.221209308,43.79048047,3.821277609,7,517.1487053,13.44992042,141.9536812,17.29178888,32288.2594
218,House_218,City Center,74.64914051,28.15211984,14.94389831,1,0.72882139,8.464769583,67.12543981,6.98569696,13,604.0494902,16.04516409,283.9820421,21.76300381,24388.9383
219,House_219,Suburb,64.9632899,87.27538396,20.67931236,0,0.862622769,8.079325935,43.5124599,8.556664488,22,617.7873448,21.33811275,71.44856281,39.66085832,-24247.75664
220,House_220,Countryside,84.92234105,11.25803904,7.569357812,0,0.847352737,3.76499836,44.68749248,4.243403094,21,488.9535713,13.95039485,42.44194229,21.74195825,24719.5617
221,House_221,Suburb,65.76128923,70.36859775,9.233127159,1,0.867645371,3.558182248,7.497171538,4.842118786,15,208.7477737,20.43791344,154.7758164,23.36946742,40331.9319
222,House_222,City Center,56.83086033,54.06984766,18.40913709,0,0.446829358,6.535604033,40.74291138,9.837260061,11,686.8564508,20.18267568,183.4614466,39.84077918,15332.72671
223,House_223,Suburb,9.367476783,9.65344702,26.9380588,0,0.378939184,6.192707835,76.71994143,8.055248587,14,436.0983514,21.86329655,251.3540209,39.77104588,36070.82208
224,House_224,Countryside,36.77158031,24.18938283,24.29773261,0,0.48136602,4.598265849,91.60245738,9.074837178,11,396.7979476,14.81681834,283.0125205,17.53718738,23387.89243
225,House_225,Countryside,26.52023677,1.240403628,17.49390657,1,0.837051104,8.396718507,41.93621657,4.948859986,2,397.4743568,15.15325355,355.7110835,25.76292635,23904.05587
226,House_226,City Center,24.39896434,46.87679655,21.90665153,1,0.883232085,8.564198457,42.93499686,3.106685836,2,412.07544,21.02878001,115.5814262,19.75129781,102517.1831
227,House_227,City Center,97.30105548,30.12652608,10.94467411,1,0.815594971,5.41566863,70.56008353,4.706771188,12,321.0903591,14.34079059,211.4431291,29.10790261,89023.12566
228,House_228,City Center,39.30977247,59.83574843,19.22896584,1,0.366010633,8.341815343,94.33442811,7.44482726,15,363.6668129,17.47900957,146.4162827,37.59707432,62460.41438
229,House_229,Suburb,89.20465552,29.72378077,13.98544773,1,0.868456799,5.303693366,27.43903308,1.984873644,17,692.6788049,19.07344959,0.568668812,13.07671303,128924.3577
230,House_230,Suburb,63.1138626,29.99191115,5.698084094,0,0.554014816,7.420900991,44.57427645,3.434221951,14,384.0840001,14.71884245,231.7727291,32.93613165,86306.74331
231,House_231,Suburb,79.48113035,74.31931987,21.05214822,1,0.305586174,5.855653305,79.80135111,1.419723104,16,463.3625082,21.38412945,326.3184303,26.53910838,110771.6729
232,House_232,Suburb,50.26370931,4.814283598,16.69393912,0,0.565436244,3.735498939,61.35966337,4.891129645,8,624.147133,18.65697548,14.57579444,11.92720725,66959.80863
233,House_233,City Center,57.69038846,90.28949952,10.75864746,1,0.327641502,8.567605207,11.94804805,8.447011624,24,463.7139056,12.47139308,1.396703441,32.09468667,125602.4035
234,House_234,Suburb,49.25176938,85.22638744,27.3401757,0,0.626326753,5.72457956,63.14554082,1.221973195,17,362.2267108,13.35737531,291.1273626,17.65818775,9190.953705
235,House_235,Suburb,19.52429878,66.78046832,0.628023535,1,0.503132416,7.406922242,19.48788218,7.077911741,5,461.8754885,13.9078157,273.54389,5.695489844,156591.8755
236,House_236,Suburb,72.24521153,59.32215701,9.473194537,1,0.58406096,5.203042887,51.51137747,9.392462871,12,257.0431552,14.44957364,162.3408421,39.74323793,48163.28588
237,House_237,Suburb,28.07723624,89.23024981,1.706441933,1,0.667902216,3.113285271,53.3812235,3.132350754,6,265.0034776,19.3067737,264.6419526,17.60020699,112813.4842
238,House_238,City Center,2.431596643,18.53301795,22.99581949,1,0.821280657,3.603182152,87.74413286,7.242713567,18,547.0537661,12.88935245,381.354429,22.12054935,50812.58518
239,House_239,City Center,64.54722959,7.896916219,21.06322362,1,0.697140946,5.977316877,46.78693313,9.77591711,5,658.7303286,15.50594672,99.14511862,32.5105075,151438.048
240,House_240,Countryside,17.71106794,23.95101699,9.940566562,1,0.560429321,7.139786143,28.6647998,9.660502541,6,562.8390667,21.11383323,98.37063781,38.47416927,106066.9815
241,House_241,Countryside,94.04585844,79.45782787,20.26988707,0,0.791656712,5.008411959,23.86566847,3.114362737,9,237.3066203,17.56667686,74.49288191,35.04262615,969.0947859
242,House_242,Suburb,95.3928577,3.467026673,11.87811679,1,0.843349283,7.172930755,87.55093579,1.902979479,15,401.4478055,14.65496564,289.5947,21.4770751,137579.9174
243,House_243,Suburb,91.48643902,58.28068351,22.68761374,0,0.37185598,7.191813537,17.93007459,2.334542841,10,201.2767941,21.57056296,141.2756953,22.28214695,28446.2372
244,House_244,City Center,37.01587003,99.54375162,13.62550988,1,0.619159787,7.223615444,43.16098753,7.318321016,17,455.6033717,14.44315892,395.4772536,11.95459053,47189.73723
245,House_245,Countryside,1.545661653,85.56960938,12.36839183,0,0.470707176,5.955131124,19.53013838,7.531829879,19,296.6022424,21.05099621,285.8595614,19.04931225,154631.21
246,House_246,Suburb,92.83185626,52.1445689,28.04189746,0,0.328236719,8.489316901,77.55709997,7.068129055,12,634.0733244,19.25769674,146.9507547,37.9267164,95172.69388
247,House_247,Countryside,42.81841483,6.364090929,7.526372997,0,0.701128017,5.935179108,47.96289136,4.02470549,9,252.1675264,19.40521037,59.67441363,29.35069681,75057.01447
248,House_248,Countryside,96.6654819,83.13735144,3.6134202,0,0.817662466,5.701591161,35.76322537,2.527992458,15,200.7166993,19.64939318,236.8099266,1.463202639,61022.24453
249,House_249,Countryside,96.36199771,59.89785082,17.5362934,0,0.397741593,4.196284914,36.74886442,6.226849828,14,425.5730216,17.06569312,117.9613012,5.543764491,108731.6745
250,House_250,City Center,85.30094555,11.49329971,29.07965437,0,0.787448195,4.845930524,85.36920647,5.353124012,1,277.716652,20.14578726,362.2036325,37.02863953,30783.18115
251,House_251,Suburb,29.44488921,9.385728482,11.33517641,1,0.81203744,3.254006955,55.82362148,7.559507324,17,568.9931911,20.36193098,176.56176,34.10005383,52632.90258
252,House_252,Suburb,38.50977286,90.96268194,1.861102909,0,0.848604266,6.801211762,72.06891726,4.972240708,1,659.9673659,15.60486722,117.0599858,19.96041416,33987.64896
253,House_253,City Center,85.11366715,66.92002629,10.17915802,1,0.459171053,4.491214464,89.80681311,4.047757252,23,220.9690072,16.00344518,235.4207258,25.06215295,49943.72289
254,House_254,City Center,31.69220052,82.92867993,15.17794963,1,0.842371839,4.824931527,90.27242593,3.641307196,21,397.791056,20.88756719,54.78980039,12.2961944,88377.29613
255,House_255,City Center,16.94927467,87.89789003,4.857690199,0,0.492397653,7.62488713,33.52239638,2.90323288,22,698.407488,17.2472926,224.6196291,31.92039933,117654.2982
256,House_256,Countryside,55.68012625,57.1772352,19.74306654,0,0.631402808,4.963327099,95.29267505,3.391717386,13,566.335985,20.66943496,22.44459141,24.52938043,80856.91059
257,House_257,Countryside,93.61547742,51.74463518,29.93248167,1,0.330304482,4.453175352,3.462712319,1.85347395,8,676.5938219,18.26769462,242.7554727,28.09820251,31033.2625
258,House_258,Suburb,69.60297967,43.04274103,13.55218428,0,0.326328653,4.014346495,38.30672054,4.121713098,13,282.0416426,17.93567757,212.0655376,15.62148368,74837.56719
259,House_259,Suburb,57.00611701,31.69465878,10.6418567,0,0.732223928,7.649150413,89.68408689,1.329128311,16,310.6842797,12.30980953,208.3063929,17.78708225,146338.8161
260,House_260,Countryside,9.717649377,43.45959609,12.02112501,0,0.566687987,3.778237548,28.1890511,2.677724624,2,277.4056203,14.77894398,273.6657548,9.099601236,2534.373898
261,House_261,Countryside,61.50072267,77.38796557,3.454385352,0,0.453775425,5.722522562,28.03506358,7.720934002,13,351.1845169,17.02057647,17.78264577,37.97404917,48677.23422
262,House_262,City Center,99.00538501,60.1923431,26.49820804,0,0.414248098,6.041580696,30.95960622,3.929220898,18,562.1920342,17.87317172,183.8925859,37.9157238,63135.12154
